Ux,Uy,Uz,CO2,H2O,T_SONIC
-1.558636,-0.1753696,-0.2144647,606.9031,7.468047,23.90723
-1.907235,-0.2854297,-0.2559256,606.8769,7.489252,23.80203
-2.109497,-0.2783197,-0.2560608,607.2964,7.501847,23.80362
-2.228351,-0.5763593,-0.2933331,607.4169,7.492223,24.03378
-2.140157,-0.5030707,-0.3278803,606.9265,7.371145,24.24854
-1.995031,-0.5549716,-0.4186637,606.7065,7.325884,24.36765
-1.898103,-0.517626,-0.3143473,606.3779,7.362693,24.19705
-2.122844,-0.4256079,-0.3097692,607.2894,7.526949,23.76358
-2.195767,-0.8688545,-0.5957759,606.6498,7.406391,23.99976
-2.148024,-0.6892199,-0.1764154,606.8569,7.500091,23.85229
-2.359124,-0.4428161,-0.6314632,606.6824,7.432667,24.14841
-2.039059,-0.4043314,-0.4960304,606.9681,7.470239,24.06592
-1.747036,-0.1847209,-0.2179755,607.1057,7.461641,24.02078
-1.640519,-0.03965634,-0.1400196,607.2221,7.449844,23.91412
-1.562773,-0.4943561,-0.06765451,608.0593,7.605237,23.56943
-1.370014,-0.39015,-0.007366893,608.4906,7.63136,23.50632
-1.297224,-0.2661447,0.2578505,610.0338,7.798634,23.12564
-1.573575,-0.3614703,0.04557189,610.0805,7.800932,23.0484
-1.816952,-0.3411666,0.3459796,610.054,7.775882,23.18857
-2.091753,-0.2190845,0.03152463,609.1194,7.520166,23.9845
-1.789018,-0.6095222,0.1501196,607.0883,7.419141,24.20044
-1.703282,-0.8432684,-0.004728267,606.7031,7.412996,23.9776
-2.164836,-0.9504246,-0.0334971,607.1935,7.559597,23.62906
-2.131227,-1.116403,-0.3512722,606.9427,7.362847,24.45627
-2.283879,-0.7956378,-0.3740104,606.6754,7.32453,24.16104
-2.55625,-0.8300406,-0.1403368,607.4819,7.503525,23.98209
-2.116999,-0.8777339,-0.09919913,607.5672,7.529593,23.95517
-2.32254,-0.826111,0.03212717,607.5557,7.581088,23.59186
-2.518175,-0.8326588,-0.1437213,606.2452,7.253079,24.57254
-2.564864,-0.7470757,-0.2607167,606.2404,7.266725,24.51932
-2.539325,-0.8078116,-0.214368,606.3526,7.270843,24.57114
-2.403319,-0.9650685,-0.1531502,605.751,7.234619,24.60266
-2.495836,-0.8885332,-0.2521005,605.8995,7.21293,24.65225
-2.473362,-0.7631128,-0.2627691,606.2971,7.232224,24.65787
-2.559585,-0.853026,-0.3219496,606.2735,7.233891,24.65424
-2.622345,-0.9435793,-0.2277241,606.5303,7.269269,24.53339
-2.684017,-0.7649022,-0.3243735,606.1158,7.266368,24.56076
-2.567122,-0.9662395,-0.1641472,606.6751,7.354968,24.25958
-2.534575,-0.9493,-0.1417914,606.6096,7.363727,24.25623
-2.643141,-1.043159,-0.2218793,606.5021,7.308837,24.41425
-2.63975,-0.8887678,-0.1378796,606.6001,7.35516,24.33148
-2.582074,-0.8718665,-0.09468202,606.6705,7.32645,24.43542
-2.705227,-0.9580799,-0.005951265,605.9121,7.194706,24.73807
-2.645828,-0.9923983,-0.01545894,606.1616,7.212543,24.70624
-2.667987,-0.9377906,-0.1021561,606.2502,7.256632,24.60455
-2.596648,-1.06498,-0.04424537,606.5062,7.303513,24.45456
-2.547319,-1.169022,0.009267126,606.9391,7.338203,24.39554
-2.320447,-1.382017,-0.002742456,606.9093,7.329408,24.33658
-2.100971,-1.398214,0.04029607,606.7981,7.348736,24.29904
-1.956052,-1.120116,0.007021011,606.7358,7.350173,24.26205
-1.986171,-1.091491,-0.01289152,606.723,7.350807,24.27371
-2.013525,-0.9751525,-0.144401,606.5709,7.34858,24.30533
-1.938909,-0.9070468,-0.07004994,606.6331,7.333073,24.3266
-1.84474,-0.9611751,-0.1243642,606.931,7.342027,24.27789
-1.989584,-0.8402327,-0.2855958,607.5783,7.453996,23.94797
-1.800613,-0.8212569,-0.198111,607.3046,7.503095,23.84796
-1.957761,-0.6564205,-0.2056237,607.5749,7.510437,23.8334
-1.878706,-0.7666377,-0.02002168,607.3723,7.509907,23.83878
-2.04902,-0.6761395,-0.2339312,607.5337,7.516197,23.77222
-1.980956,-0.6873013,-0.2923308,607.433,7.514218,23.80371
-1.951669,-0.6580951,0.1383435,607.7966,7.566666,23.69778
-1.451118,-0.3179715,-0.1120007,608.0757,7.578534,23.72293
-1.360279,-0.1628493,-0.07090185,608.0494,7.518814,23.79898
-0.9938369,-0.346724,-0.06261466,607.9759,7.550208,23.73407
-1.114052,-0.000767663,0.06712981,608.1096,7.561859,23.66425
-1.000798,0.1184659,-0.1767169,608.379,7.589731,23.72766
-1.102337,0.1899498,0.2904457,608.9027,7.652327,23.49008
-0.7567971,0.1367297,0.3063391,608.8278,7.636624,23.50647
-0.6742601,-0.01847268,-0.1249072,607.9275,7.579823,23.66214
-1.123163,-0.3181942,-0.1716769,607.7414,7.568199,23.6687
-1.234694,-0.4443484,-0.3829816,607.7877,7.644653,23.43518
-1.292885,-0.4028113,0.04212286,608.5327,7.649138,23.45035
-1.69314,-0.4124295,-0.08399136,608.6354,7.674645,23.42679
-1.362961,-0.2919829,0.1125038,609.0262,7.699987,23.36938
-1.249669,-0.05486777,0.04717327,609.3262,7.672567,23.45111
-0.8809412,0.1780782,0.2164008,608.9844,7.689448,23.36414
-0.8381004,-0.1586757,0.2271083,608.7758,7.628676,23.48764
-1.09223,-0.06103791,0.276465,607.543,7.50526,23.89777
-0.9642516,-0.09005111,-0.03205252,607.1113,7.478301,23.89706
-1.363225,-0.3604637,0.03310546,606.9872,7.547923,23.72037
-1.320852,-0.4466756,0.06552125,607.522,7.601178,23.5275
-1.636057,-0.609073,0.3405839,607.7103,7.618335,23.46469
-1.688984,-0.5972415,0.08454182,607.8062,7.646563,23.48883
-1.455741,-0.5783753,0.2333408,607.9219,7.650108,23.43823
-1.386547,-0.6241115,0.2069968,607.9526,7.630664,23.48724
-1.465216,-0.6482544,0.1325845,607.6312,7.631214,23.52222
-1.533021,-0.5220928,0.2146915,607.8239,7.66751,23.39194
-1.668079,-0.4906761,0.01997877,608.05,7.679464,23.40356
-1.522102,-0.4560303,-0.2843432,607.5872,7.559914,23.71475
-1.373154,-0.5913604,0.03505673,607.2859,7.603605,23.50989
-1.627621,-0.7380502,0.3239849,607.5805,7.648715,23.48712
-1.693379,-0.8005937,-0.167928,606.9941,7.457732,23.99301
-1.452019,-0.7476841,-0.2109858,606.8958,7.459114,23.79129
-1.420176,-0.5830503,0.1998561,607.8425,7.5886,23.60214
-1.417847,-0.3681653,0.3622155,607.9922,7.655547,23.43176
-1.262187,-0.4961076,0.06076705,607.3954,7.474656,24.02634
-1.202211,-0.2094267,0.009446984,607.1305,7.438284,23.84509
-1.378662,-0.322046,-0.2764872,607.584,7.549448,23.84674
-1.843139,-0.6501729,-0.2987513,606.764,7.414325,24.13516
-1.843033,-0.3450579,-0.361536,607.1069,7.40915,24.07916
-1.791701,-0.270245,-0.1728164,606.985,7.480392,23.84021
-1.59754,-0.566614,-0.3838661,607.4886,7.533067,23.84927
-1.602472,-0.1910214,0.1748162,607.2291,7.477018,23.96384
-1.683763,-0.5440745,-0.311995,607.127,7.393488,24.20105
-1.780781,-0.5519013,-0.2679327,607.5825,7.453742,24.00015
-1.755814,-0.473817,-0.2865379,607.192,7.466222,23.95889
-1.831359,-0.502659,-0.01287565,607.416,7.470547,24.0014
-1.868229,-0.4340039,-0.007493222,607.0331,7.489008,23.88992
-1.758062,-0.6797985,-0.06955022,606.9855,7.525665,23.79346
-1.63027,-0.5275255,-0.1453626,607.1556,7.52019,23.78094
-1.734114,-0.5819215,-0.0699336,607.393,7.552362,23.72186
-1.596747,-0.5937937,-0.03056815,607.5565,7.55212,23.70554
-1.556756,-0.541415,-0.1562348,607.8991,7.585559,23.70038
-1.707181,-0.4823265,0.01815106,607.8293,7.598218,23.63791
-1.568127,-0.6249272,-0.1532826,607.5376,7.54691,23.70844
-1.432499,-0.2722674,-0.3906116,607.1909,7.436952,23.9509
-1.524361,-0.08013465,0.03113283,607.2468,7.484781,23.9115
-1.442859,0.07039049,-0.09200844,607.6473,7.476495,23.94797
-1.420146,-0.3300026,-0.253219,606.7945,7.419775,24.08548
-1.576902,-0.4299329,-0.1970083,606.9725,7.47772,23.99335
-1.67246,-0.5420459,-0.09468146,607.2028,7.404876,24.08704
-1.755332,-0.5999013,-0.06649776,607.0734,7.461343,23.81787
-1.849404,-0.5982096,0.1280711,607.472,7.536203,23.76715
-1.647446,-0.5385885,0.1599908,607.4943,7.455029,23.95404
-1.67852,-0.5601816,0.06210072,607.1952,7.437072,24.0564
-1.61349,-0.5447051,0.02759952,607.5407,7.520574,23.78137
-1.872354,-0.5717194,-0.2879353,607.5128,7.628705,23.54803
-1.293582,0.09263059,-0.173232,607.6191,7.567399,23.73099
-0.9990925,0.09379643,-0.09025124,607.1934,7.559775,23.68408
-1.172686,0.06178147,0.01170745,607.4772,7.589469,23.64017
-0.8478522,0.0251919,-0.1492228,607.512,7.534869,23.75229
-1.440704,-0.1632061,-0.298182,607.4094,7.518321,23.83923
-1.543551,-0.3029451,-0.184044,606.9263,7.463857,23.93781
-1.674562,-0.2092109,-0.1538831,607.8384,7.462892,23.95526
-1.639887,0.007224977,-0.2942349,607.3088,7.461463,23.94403
-1.073437,-0.2769437,0.1014508,607.4167,7.468346,23.90576
-1.229738,-0.3233402,-0.147665,607.2904,7.480454,23.88474
-1.294705,0.1779188,-0.2775177,607.2679,7.508579,23.81329
-1.291498,-0.2209201,-0.212583,607.0482,7.513994,23.83328
-0.9956968,-0.004259788,-0.002282706,607.2756,7.50411,23.84427
-1.694009,-0.2177989,-0.38711,606.9011,7.497557,23.81192
-1.693959,-0.1156887,-0.2378747,607.4611,7.556065,23.68503
-1.706598,-0.3707424,-0.2287846,607.2542,7.505531,23.81409
-1.586157,-0.4598018,-0.3036847,607.377,7.535515,23.77359
-1.63442,-0.4231404,-0.4066495,607.2558,7.583646,23.66702
-1.612453,-0.09739073,-0.2864019,607.0298,7.593804,23.58911
-1.683483,-0.2453341,-0.2061404,607.3742,7.625603,23.52533
-1.628463,-0.0927458,-0.2788087,607.3956,7.634102,23.49185
-1.227887,-0.03122558,0.04419579,607.5493,7.589328,23.63538
-1.596406,-0.6174385,-0.1019334,607.2375,7.550331,23.73444
-1.651645,-0.07415318,-0.4436066,606.6692,7.470192,23.90036
-1.440822,-0.0504128,-0.09469674,606.9935,7.46782,23.9057
-0.9939747,-0.2148027,-0.06563979,607.0563,7.470434,23.96921
-1.014012,0.1178475,-0.03470439,606.664,7.484986,23.9086
-0.9596375,0.03868465,0.08862028,606.5673,7.46106,23.96527
-1.432125,0.3084502,0.01329406,606.7617,7.449825,24.00415
-1.383634,0.2158559,0.0301117,606.564,7.438119,24.07227
-0.9805188,0.01492071,0.0394697,607.0153,7.446309,23.99225
-1.201229,0.1904582,0.06748465,606.851,7.441752,24.03241
-1.06638,-0.03340104,0.1443816,606.8864,7.461015,23.99854
-1.111639,0.1162056,0.1270723,606.985,7.455967,23.95859
-1.854308,-0.3865863,-0.350778,606.894,7.48931,23.93021
-1.711739,-0.1916787,-0.02970743,607.0677,7.503418,23.8299
-1.54064,-0.2468389,-0.08865031,606.8415,7.508494,23.8374
-1.432117,-0.2811936,-0.2366798,607.1437,7.506057,23.86618
-1.282574,-0.1593295,-0.05520694,607.1003,7.498652,23.8364
-1.39955,-0.3380678,-0.117304,607.431,7.532557,23.76566
-1.629828,-0.3255396,-0.1462531,607.6224,7.542345,23.72754
-1.522062,-0.4874873,-0.1811308,607.7723,7.613351,23.59723
-1.666155,-0.5439765,-0.2997416,607.6403,7.59779,23.63913
-1.302163,-0.6046386,-0.1075146,607.5208,7.619931,23.5564
-1.40424,-0.4953056,-0.2194223,607.3992,7.61385,23.56741
-1.567192,-0.4395666,-0.1438817,607.2759,7.612367,23.60995
-1.533519,-0.47303,-0.1202153,607.2422,7.630122,23.56461
-1.479635,-0.41868,-0.04045545,607.8268,7.652344,23.46909
-1.419439,-0.4805646,0.02508724,607.7941,7.64644,23.4783
-1.349345,-0.4153511,-0.1100951,607.7274,7.617321,23.56564
-1.266743,-0.1731834,-0.1800027,607.5579,7.596079,23.63403
-1.292095,-0.3741313,-0.2380066,607.5486,7.593,23.64624
-1.321295,-0.2619192,-0.2445446,607.6432,7.610449,23.60254
-1.258768,-0.1837785,-0.1194596,607.527,7.60155,23.61066
-1.532655,-0.4614337,-0.1996508,607.4794,7.642465,23.49454
-1.873545,-0.4191808,-0.3121701,607.0692,7.574036,23.77539
-1.716705,-0.198514,-0.4587403,606.8164,7.555274,23.61267
-1.994746,-0.1593114,-0.234444,607.076,7.622959,23.64362
-1.723468,-0.4997096,-0.2662597,607.3795,7.631608,23.47626
-1.616193,-0.2990644,0.2209989,607.7302,7.641572,23.54453
-1.810841,-0.4127371,-0.2686043,607.6339,7.579409,23.69894
-1.690383,0.09936992,-0.3323852,607.4001,7.58162,23.65356
-1.776473,-0.3949199,-0.1516389,607.2606,7.61569,23.5419
-1.812691,-0.4071703,-0.1847071,607.3918,7.569548,23.66742
-1.703021,-0.5055951,0.01895739,607.2446,7.605532,23.57852
-1.662614,0.03622949,0.03302683,606.8108,7.602593,23.60074
-1.319887,0.2783572,-0.1615672,607.1177,7.623836,23.60941
-1.418816,-0.3693052,-0.140997,607.1072,7.605788,23.60449
-1.406734,-0.1623768,-0.02955717,607.112,7.582087,23.6611
-1.53352,-0.05294868,-0.156522,607.3086,7.566426,23.72269
-1.363007,-0.1056819,-0.2321653,607.6544,7.576522,23.75012
-1.021291,-0.2634811,0.1140949,607.2761,7.591919,23.62671
-1.579914,-0.04410445,-0.2952724,607.3302,7.594356,23.67044
-1.610986,-0.0705409,-0.1322748,607.1525,7.587309,23.66797
-1.74893,-0.05774716,0.001201816,607.3196,7.62296,23.57684
-1.828033,-0.4375715,-0.1001442,607.2693,7.627836,23.51019
-1.824823,-0.4224078,-0.1793711,606.8309,7.642074,23.51486
-1.680817,-0.2223944,-0.1991707,607.1438,7.635026,23.5737
-1.919818,-0.4238236,-0.2441968,607.1753,7.586296,23.6561
-1.800907,-0.3917679,-0.2754724,607.3628,7.578873,23.70441
-1.690232,-0.3614837,-0.2179445,607.4435,7.609589,23.61557
-1.766869,-0.5394455,-0.2050148,607.5917,7.604843,23.60028
-1.695206,-0.5076102,0.01046385,607.673,7.648074,23.50177
-1.662416,-0.4593345,0.09286305,607.4781,7.627123,23.53781
-1.484186,-0.4184077,-0.06231058,607.5828,7.613373,23.58603
-1.185853,-0.1250051,-0.20797,606.7598,7.584982,23.69208
-1.534997,-0.3383106,-0.2694991,606.725,7.607538,23.58768
-1.379848,-0.3509755,-0.2154001,607.0579,7.55375,23.7811
-1.15343,0.4110448,0.0466358,607.091,7.547926,23.79791
-1.805844,-0.3437813,-0.2144382,607.2574,7.548337,23.69901
-1.862442,-0.4277458,-0.2368583,607.2455,7.592679,23.67935
-1.441342,0.2652042,-0.1367167,607.3022,7.563636,23.72372
-1.257965,-0.1105307,0.002046413,607.067,7.545283,23.77762
-1.442018,-0.2058089,-0.1733636,606.5587,7.435684,24.01727
-1.575474,-0.3960572,-0.1226858,605.9882,7.396779,24.01074
-1.28261,-0.2192795,-0.176165,607.0294,7.594585,23.5946
-1.091004,0.0687688,0.1354063,606.7591,7.590674,23.64966
-1.241004,-0.1579469,0.1176859,607.201,7.66643,23.44397
-0.9033751,-0.1777245,-0.03013488,607.3999,7.671925,23.46075
-0.8805714,-0.03702944,-0.02125841,607.2485,7.735485,23.37741
-1.11182,-0.1324853,-0.09222502,607.2195,7.715881,23.40665
-1.012839,0.05716139,-0.02496582,607.0984,7.715176,23.39844
-1.433561,-0.300186,-0.1622603,607.0497,7.729553,23.37753
-1.344018,0.02440145,-0.08592326,607.425,7.690021,23.44876
-1.530343,0.0819716,-0.3236502,607.0831,7.726544,23.34131
-1.707891,-0.4414656,-0.1018317,607.3256,7.558825,23.75238
-1.593267,-0.3552284,-0.1659873,607.002,7.532567,23.78082
-1.668777,-0.4036392,-0.1863972,607.3686,7.580551,23.68512
-1.546986,-0.227755,-0.1802807,607.4702,7.596169,23.63562
-1.764889,-0.4038218,-0.2464849,606.8722,7.524853,23.90338
-1.717924,-0.455038,-0.292815,606.4451,7.507448,23.88922
-1.61213,-0.3161598,-0.2567699,607.1001,7.573305,23.82983
-1.560758,-0.432172,-0.3022403,606.4904,7.440056,24.05807
-1.653212,-0.4806447,-0.3557414,606.5513,7.481545,23.9668
-1.810711,-0.3389547,-0.1575126,606.6224,7.488367,23.88409
-1.951706,-0.5929726,-0.1722704,606.3125,7.45856,24.00732
-1.979994,-0.557789,-0.2516041,606.1826,7.444724,24.03455
-1.723442,-0.4288389,-0.2491973,606.7194,7.428704,24.06491
-1.966037,-0.5273712,-0.1012625,606.878,7.447111,24.03369
-2.024884,-0.5132422,-0.2470697,607.073,7.487639,23.93384
-1.937104,-0.4452723,-0.3827257,606.9171,7.483118,23.94614
-1.798089,-0.3735635,-0.3385729,606.8577,7.506384,23.8949
-1.73306,-0.2557755,-0.2131747,606.5762,7.503051,23.8862
-1.72845,-0.4997129,-0.2848031,606.6605,7.54144,23.82016
-1.604879,-0.03108494,-0.2490355,606.8452,7.530637,23.76868
-1.650835,-0.3412323,-0.2353275,606.89,7.524384,23.82837
-1.520117,-0.3226282,-0.1665287,606.837,7.519501,23.83929
-1.486077,-0.2235733,-0.1047502,607.0977,7.535049,23.77646
-1.209184,-0.459074,-0.1617402,606.8713,7.554235,23.74655
-1.244261,-0.4866929,-0.04570271,607.0812,7.646245,23.50635
-1.395356,-0.4254019,0.01844567,607.0768,7.56573,23.745
-1.429122,-0.5091556,-0.01776352,607.0706,7.585825,23.67447
-1.30868,-0.2513106,-0.2024147,606.5679,7.57535,23.68771
-1.28074,-0.2856636,-0.08649027,606.6953,7.586217,23.66443
-1.263891,-0.2516496,-0.1081196,606.9835,7.600969,23.6076
-1.416129,-0.3339164,-0.2061628,607.4768,7.618487,23.6947
-1.247922,-0.1563755,-0.1982139,607.1744,7.572748,23.76917
-1.41552,-0.4403787,-0.2370622,607.1653,7.522316,23.85287
-1.514198,-0.4118606,-0.2222642,607.1801,7.521849,23.88165
-1.759882,-0.3397367,-0.1729991,606.8741,7.527799,23.84418
-1.876506,-0.5494132,-0.2376311,606.022,7.349227,24.34824
-1.866298,-0.2635656,-0.3296406,605.454,7.341139,24.23398
-1.843408,-0.3625319,-0.2255852,606.374,7.425455,24.04239
-1.706409,-0.3910587,-0.1629875,606.2208,7.476197,23.91272
-1.759734,-0.2459649,-0.1513097,606.814,7.486788,23.91019
-1.500324,-0.1969202,-0.1498984,606.8347,7.499904,23.88577
-1.32062,-0.224105,-0.07457422,606.6488,7.492167,23.8587
-1.292126,-0.4214252,-0.01029149,607.1228,7.569561,23.67728
-1.437304,-0.4102533,-0.05681279,606.967,7.575716,23.7095
-1.619963,-0.5909144,-0.099332,606.8398,7.537145,23.8027
-1.829992,-0.492045,-0.1368051,606.113,7.378298,24.31531
-1.984444,-0.5058489,-0.2889831,606.2683,7.412895,24.15576
-1.660889,0.2420426,0.06806073,606.5096,7.501958,23.84616
-1.379451,0.3854984,0.0130923,606.6353,7.485885,23.90942
-1.199224,0.2705918,-0.004382508,606.6934,7.508939,23.8667
-1.259701,0.2027848,0.04577437,606.9167,7.535995,23.82211
-0.9977428,-0.04985358,0.08602893,606.9221,7.550419,23.77246
-0.9809141,-0.1838465,-0.2032221,606.789,7.530247,23.78931
-1.840848,-0.02620836,-0.1741224,606.665,7.534699,23.90436
-1.931043,-0.3781404,-0.3938657,605.4407,7.283099,24.3923
-2.104808,-0.3703118,-0.4426273,605.4082,7.235433,24.58542
-2.080072,-0.3772433,-0.4898587,605.6418,7.286896,24.51617
-2.014208,-0.4609634,-0.5186236,605.601,7.235392,24.54922
-2.094407,-0.4197212,-0.4021251,605.8907,7.318635,24.28305
-2.357541,0.06637375,-0.4584816,605.8679,7.432187,24.06256
-2.272268,-0.2319347,-0.1861254,606.4236,7.515345,23.83206
-1.408839,0.08605041,-0.03317732,606.7123,7.521677,23.83145
-1.514002,-0.07403473,-0.001959106,606.4471,7.576028,23.71274
-1.643527,-0.1227365,0.2113173,606.4465,7.574818,23.75507
-1.22312,0.2126171,0.000421025,606.5042,7.548666,23.7533
-1.101409,-0.05684479,0.005250213,606.5944,7.540746,23.75934
-1.470014,-0.3608939,-0.1022981,606.7213,7.459641,24.01135
-1.076239,0.1419316,0.03794619,606.718,7.54853,23.76379
-1.008603,0.1614138,0.0981117,606.8196,7.599214,23.76874
-0.9495471,0.2760474,0.01362803,606.7197,7.545829,23.78207
-0.6987416,0.1737182,-0.07188771,606.4383,7.518858,23.90112
-1.183259,0.07889286,0.1831197,606.4587,7.524316,23.86221
-1.167157,-0.1049516,0.03850658,606.2189,7.531882,23.82339
-1.074417,0.3113832,-0.0419749,606.7148,7.545784,23.78387
-0.9903638,0.02214269,-0.06686701,606.676,7.611907,23.67914
-0.8930513,0.1150349,0.05844612,607.0544,7.611498,23.67459
-1.090233,0.1416013,-0.06011715,607.4313,7.61802,23.64615
-1.226853,-0.3457068,0.01676141,606.9694,7.613431,23.64532
-1.303317,-0.2952332,0.0230969,607.1262,7.617246,23.6301
-1.073663,-0.226952,0.2428566,606.9685,7.665876,23.51636
-1.25358,-0.1914566,-0.2316678,607.4594,7.683118,23.49664
-1.148408,-0.3450544,-0.0839811,607.0566,7.690919,23.4852
-0.9896587,-0.1678201,-0.0173758,607.572,7.746937,23.37289
-1.308139,-0.3595122,-0.172529,607.4033,7.674868,23.55072
-1.073886,-0.5431145,0.08539302,607.9279,7.736368,23.30835
-1.180439,-0.4366629,0.2568522,608.8959,7.859741,23.07388
-1.311565,-0.3485277,0.05200375,609.3116,7.892222,22.98331
-1.35441,-0.2940131,0.09067843,609.5074,7.808677,23.20984
-1.54384,-0.2601936,-0.209842,607.3101,7.724085,23.49643
-1.280252,-0.3012792,0.07173037,606.811,7.693913,23.47125
-1.810092,-0.4075102,-0.2364708,606.3806,7.442264,24.13269
-1.87651,-0.4665261,-0.1308933,606.5763,7.481422,23.99255
-1.66608,0.05415988,-0.1880157,606.7964,7.517511,23.8764
-1.57437,-0.05311152,-0.1301932,606.7854,7.517727,23.88855
-1.84903,-0.4173717,-0.04737384,606.9906,7.611136,23.67838
-1.744266,-0.388173,0.01810037,606.5719,7.590138,23.7478
-1.71396,-0.557598,0.02776239,606.3633,7.463923,24.05563
-1.681533,-0.3595498,-0.1083127,605.8746,7.388613,24.26508
-1.484614,0.06158503,-0.1035263,606.0258,7.483404,23.97137
-1.44922,0.1322571,-0.07219873,605.8105,7.500599,23.89996
-1.474684,0.02940442,-0.3316519,605.8918,7.412492,24.2193
-1.393797,-0.02562046,-0.09770581,605.6422,7.376981,24.23587
-1.111843,0.2870014,0.09535573,606.1556,7.419418,24.09976
-1.32642,0.07524322,0.1019823,606.4016,7.446845,24.0076
-1.160832,-0.3605607,-0.09832751,606.521,7.494945,23.92059
-1.177588,0.03767668,-0.2151764,606.4886,7.478418,24.06488
-1.454214,0.01708312,-0.2299143,606.2947,7.453199,24.01117
-1.878502,-0.4757938,-0.3907987,606.2616,7.453466,24.06348
-1.965399,-0.6526144,-0.1818273,606.0697,7.450018,24.08032
-2.065108,-0.2671571,-0.1363648,605.8939,7.452634,23.98129
-2.150812,-0.4935664,-0.4631165,606.0931,7.416945,24.17255
-1.976154,-0.2243145,-0.3224143,606.303,7.453935,23.95566
-1.955958,-0.2305409,-0.06447954,606.2585,7.506276,23.92004
-1.839744,-0.570604,-0.1552006,606.4545,7.525211,23.86841
-1.792219,-0.2281176,-0.2556756,606.2794,7.546793,23.85294
-1.617228,-0.5226464,-0.0125338,606.2957,7.524066,23.83057
-1.798252,-0.3354523,0.1809219,606.5007,7.57523,23.77496
-1.5242,-0.545297,0.03190117,606.3552,7.558678,23.77887
-1.749062,-0.4916329,-0.0848723,606.1862,7.578839,23.75223
-1.906038,-0.5951342,0.08034223,606.1723,7.593817,23.73788
-1.947631,-0.3210444,-0.1411792,606.3138,7.507748,23.92416
-1.969116,-0.5489989,-0.1441294,605.9769,7.480439,23.96896
-1.91783,-0.3022419,-0.03393848,606.3115,7.532628,23.89249
-1.597065,-0.3182774,0.1546327,606.514,7.526162,23.86734
-1.087622,0.1628225,-0.09345227,606.5153,7.494825,23.93057
-1.147305,-0.0776833,-0.3345853,606.2065,7.488114,24.0246
-1.41207,-0.2024968,-0.186908,605.8796,7.429416,24.12073
-1.93131,-0.3017597,0.05171579,605.8544,7.352484,24.30157
-2.030254,-0.03651831,-0.1812641,605.4854,7.308943,24.37793
-1.800318,-0.2472064,-0.1017238,606.2221,7.30415,24.33765
-1.331286,0.4003247,0.2323922,606.183,7.373065,24.18701
-1.96872,-0.1361388,-0.3378685,606.3137,7.311689,24.40521
-1.97297,0.003566873,-0.1743506,606.3707,7.316431,24.43683
-2.11727,-0.02195513,-0.1856745,606.4415,7.310351,24.42749
-2.111107,-0.1940238,-0.1637378,605.8773,7.322132,24.32785
