Ux,Uy,Uz,CO2,H2O,T_SONIC
-1.151005,0.4473871,0.2280783,607.4073,7.491327,23.845
-1.048018,0.3881428,0.02887156,607.8035,7.519017,23.80649
-1.315496,0.1689619,-0.07545766,608.0341,7.58799,23.6413
-0.9448196,0.3211535,0.2111026,608.3145,7.620372,23.53403
-0.664755,0.1527534,0.1459576,608.8214,7.634892,23.49704
-0.8961934,0.2726378,-0.01494668,609.0238,7.643655,23.5148
-1.032925,0.1880877,-0.01382093,608.4404,7.641526,23.49518
-1.053524,0.156941,-0.02361418,608.5186,7.665866,23.4505
-0.9707353,0.2027719,-0.02209263,608.3445,7.648749,23.47568
-0.8975394,0.2687296,-0.05352046,608.3256,7.646987,23.49292
-0.8503261,0.2598262,-0.03912847,607.8931,7.631489,23.5116
-1.027327,0.2196607,-0.06144353,607.8178,7.567433,23.72461
-0.7889869,0.1049943,0.000792789,607.8936,7.557885,23.70142
-1.08822,0.2348401,0.009967372,608.1526,7.619663,23.54117
-0.8913047,0.314107,0.09764294,608.5621,7.663009,23.49988
-0.9084437,0.1896092,0.02139929,608.5453,7.642535,23.55313
-0.7695819,0.251697,-0.05314745,608.2188,7.591742,23.63889
-0.8955167,0.3296457,-0.03503273,607.9675,7.592144,23.66934
-0.9907767,0.2582886,0.004860161,608.0408,7.55088,23.73352
-0.9006303,0.2919055,0.05504759,607.8228,7.545418,23.76718
-0.8555198,0.3119787,0.01750741,607.548,7.538505,23.7854
-1.01036,0.4703654,-0.08284679,607.4839,7.490808,23.88126
-1.054827,0.3012515,-0.1228646,607.2919,7.464255,23.94287
-0.9650198,0.4105814,-0.0402821,607.5437,7.451807,23.95132
-1.054574,0.3772725,0.01644192,607.7054,7.481734,23.89142
-0.9258872,0.3795587,0.06589744,608.0165,7.490393,23.94464
-0.8882606,0.3943067,0.001521816,607.6606,7.440589,23.99481
-0.9180077,0.3167303,-0.07648316,607.6388,7.447194,23.98322
-1.051548,0.3092039,-0.028562,607.9611,7.458206,23.9375
-1.001572,0.2319619,0.009954177,607.7351,7.461004,23.94135
-0.9743669,0.3698412,-0.08705655,607.7419,7.470169,23.92746
-1.039846,0.2649899,-0.03538669,607.4064,7.465324,23.90564
-1.078311,0.5111953,-0.004492505,607.6635,7.473009,23.87204
-0.9240927,0.2794819,0.1142124,607.7362,7.494761,23.87054
-0.9389825,0.3185275,-0.09263024,607.9653,7.472115,23.91809
-0.9134349,0.2187051,-0.1018915,607.9861,7.453144,23.93475
-1.035287,0.2598683,-0.06774379,608.0474,7.48419,23.85657
-1.063796,0.3146564,-0.06354491,608.0153,7.501116,23.83261
-1.067618,0.2659834,-0.16103,607.9163,7.496072,23.84467
-1.001454,0.3159797,-0.2017595,608.0554,7.520315,23.73447
-1.013035,0.4171865,-0.1518582,607.9589,7.562328,23.651
-1.043244,0.2994508,-0.05474458,607.9292,7.571199,23.64914
-0.8798612,0.3266623,-0.03581128,607.7098,7.57499,23.63989
-1.13048,0.3049276,-0.0228023,607.6196,7.57312,23.66675
-1.021896,0.2923161,-0.09633069,608.0048,7.574319,23.67133
-0.8593009,0.1754639,-0.06778703,608.2416,7.570807,23.65417
-0.7818175,0.2771962,-0.03623034,608.2929,7.593058,23.61823
-0.8851482,0.2449194,-0.07632945,608.1969,7.60383,23.61414
-0.792821,0.2972025,0.01411142,608.5386,7.609376,23.60327
-0.7998576,0.2044895,0.02039744,608.0151,7.609543,23.61221
-0.7585973,0.2016252,0.01343859,607.9256,7.610648,23.59485
-0.6852075,0.2139998,0.000875829,608.1305,7.638336,23.51672
-0.7517673,0.1849356,0.04223602,608.1765,7.639052,23.53503
-0.9116448,0.2192221,-0.06930386,608.1512,7.604212,23.61978
-0.9015749,0.4078475,0.1043755,608.129,7.589188,23.72321
-0.9068418,0.2445815,0.04663486,608.303,7.584864,23.67099
-0.8176225,0.2869071,0.01470475,608.1165,7.544888,23.79327
-0.8971819,0.2579168,-0.04865154,607.7994,7.509606,23.8508
-0.9457019,0.3202341,-0.003457061,607.5954,7.497854,23.84711
-0.839873,0.3037181,-0.04540912,607.5319,7.528256,23.76392
-0.9356358,0.1977822,-0.02198432,607.825,7.589718,23.63037
-0.7583908,0.1753051,-0.03236339,608.064,7.593502,23.57007
-0.9359772,0.2724873,-0.04941026,608.319,7.643696,23.49792
-0.8334007,0.2771586,0.02773566,608.5274,7.624671,23.54102
-0.920323,0.4372959,0.01330906,608.5668,7.634039,23.49432
-1.003212,0.4473754,-0.0129936,608.4337,7.664871,23.40741
-1.071029,0.4093578,-0.009039236,608.3453,7.623126,23.49869
-1.078439,0.4123018,-0.01191428,608.1669,7.633483,23.48007
-0.9372479,0.2969935,0.002437684,608.2673,7.653002,23.47421
-0.9115782,0.4026181,-0.02545103,608.0845,7.626211,23.49655
-0.9087329,0.4580194,0.002638121,608.1512,7.63414,23.54166
-0.7889062,0.2744471,-0.0339067,608.3706,7.613917,23.55972
-0.8707097,0.3536935,-0.1127324,608.6047,7.616181,23.56396
-0.8514772,0.3931082,-0.001531873,608.4223,7.634704,23.50433
-0.8135144,0.3013886,0.09876618,608.6192,7.674049,23.43973
-0.8128416,0.143033,-0.01514481,608.2299,7.671864,23.44781
-0.8056133,0.127002,0.1144369,608.3326,7.682824,23.41638
-0.8463068,0.3444958,0.1043993,608.3657,7.657374,23.57022
-0.8428586,0.3686655,0.002384899,607.494,7.526095,23.83365
-1.0934,0.2565148,-0.06567942,607.897,7.475641,23.92441
-0.9775247,0.3505041,-0.09050352,607.8776,7.513906,23.79526
-1.10987,0.3284277,-0.02486759,607.905,7.522434,23.80154
-1.170082,0.4193865,-0.08556697,608.4665,7.561735,23.67441
-1.094296,0.4789469,-0.1896196,608.0314,7.540089,23.71783
-1.047062,0.4774706,-0.06191037,607.8615,7.514188,23.80493
-0.9744805,0.4402381,-0.2025139,607.7645,7.496729,23.81339
-0.9787138,0.4677521,-0.1053004,607.8749,7.512418,23.81235
-0.9787259,0.5051537,-0.1054028,607.7011,7.504907,23.81271
-0.9858353,0.4037549,-0.05463903,607.9012,7.489635,23.87549
-1.066967,0.1830526,-0.06893538,608.1132,7.484001,23.86929
-1.077844,0.4277111,-0.02060224,608.1122,7.517625,23.79385
-0.986542,0.4322031,-0.03686989,607.9199,7.527397,23.74075
-1.165671,0.4403371,-0.08925471,608.1414,7.53965,23.72476
-0.9784928,0.4434158,-0.05168695,607.995,7.5619,23.67825
-1.080764,0.4685827,-0.1478508,607.7888,7.533329,23.72482
-1.111714,0.3996947,-0.04334078,607.9503,7.580883,23.62064
-0.9649123,0.4831787,0.03555688,608.014,7.582698,23.57535
-0.949798,0.5327895,0.03117933,607.7671,7.572163,23.62695
-1.015983,0.307888,0.07943588,608.253,7.570962,23.65842
-0.987185,0.4390838,-0.04964629,608.3041,7.566954,23.66077
-1.018652,0.2888176,-0.04854763,608.116,7.568719,23.66891
-0.9247786,0.4105445,0.1700071,607.9691,7.580754,23.65146
-0.9277851,0.5437614,-0.04271178,608.2377,7.537837,23.74429
-0.9985403,0.2521521,-0.02991042,608.0391,7.55471,23.70197
-1.09861,0.4464736,0.04980101,608.151,7.577837,23.66248
-1.119678,0.4318846,0.0454622,608.0792,7.568859,23.67902
-0.9766639,0.4198066,-0.1143186,607.8669,7.546537,23.72318
-0.9421951,0.3510335,-0.02658016,608.0143,7.531733,23.76697
-0.9959148,0.4450372,-0.132326,608.3039,7.5271,23.79391
-1.050048,0.4492272,-0.07206596,608.2454,7.563014,23.63449
-1.119965,0.4369892,-0.05072751,608.301,7.557172,23.68811
-1.105604,0.4765164,-0.1049738,608.0389,7.575542,23.65442
-1.039257,0.2757706,-0.02027966,608.1483,7.580387,23.60394
-0.9304858,0.2730965,-0.05356294,608.2412,7.616901,23.55118
-0.9048407,0.3309792,0.09591523,608.0406,7.621706,23.53339
-1.018474,0.2714118,0.04730232,607.992,7.600276,23.61917
-1.025965,0.5069649,-0.04971486,607.813,7.508651,23.8157
-1.063251,0.5427662,0.000191402,608.1266,7.52255,23.75018
-1.149398,0.5191278,0.07602104,608.1022,7.557694,23.7038
-0.9503345,0.4881856,-0.04291854,608.3516,7.557963,23.68799
-0.9563973,0.4670815,-0.1332945,608.1828,7.551353,23.70981
-1.001493,0.4896227,-0.09299099,608.2627,7.566797,23.6824
-0.9853832,0.3651703,-0.060914,608.4866,7.558551,23.70627
-0.898636,0.2921021,-0.07737668,607.978,7.548275,23.71698
-0.9656055,0.3177312,-0.05917783,607.9998,7.542608,23.72232
-0.8757156,0.3966785,-0.01981599,607.9808,7.55861,23.67816
-0.9190984,0.4031591,-0.07103037,607.8214,7.546869,23.68945
-0.897014,0.4015207,-0.07642057,607.7487,7.567873,23.62466
-0.8988683,0.4147571,-0.05863849,607.9791,7.591847,23.58319
-0.8525453,0.5321493,-0.1089633,608.1838,7.51745,23.77481
-0.9046312,0.4329118,-0.1194943,608.2994,7.569917,23.63751
-0.8619217,0.505312,-0.06252798,608.5381,7.616198,23.53757
-0.7736391,0.3276718,0.1489906,608.4888,7.612846,23.57074
-0.8995775,0.3340014,-0.1057476,608.3855,7.613534,23.61578
-1.013936,0.2921576,-0.09761193,608.2996,7.60416,23.5498
-0.8345965,0.2108927,0.07234383,608.2466,7.62518,23.50583
-0.9060409,0.3822801,0.08147103,608.2672,7.603339,23.54086
-0.9159712,0.4865925,-0.1607545,607.376,7.436908,24.14182
-0.9149287,0.4474247,-0.0565392,607.5953,7.495284,23.88635
-0.9608094,0.4892587,-0.095716,608.1652,7.530272,23.87131
-0.9361102,0.2899618,0.006305799,607.6069,7.493786,23.86227
-0.9729155,0.3765731,-0.07955354,607.7337,7.472222,23.98712
-0.8069062,0.2965339,-0.03441355,608.0421,7.461624,24.01102
-0.8900248,0.3643572,-0.05341494,607.3918,7.448469,24.0426
-1.036929,0.4533663,-0.004810402,607.4919,7.427539,24.04846
-1.054709,0.3783464,-0.04507302,607.5876,7.433208,24.05844
-0.8938851,0.4167707,-0.03326568,607.5652,7.412009,24.10153
-1.034224,0.5101173,-0.07211448,607.2238,7.371492,24.22928
-0.9907731,0.3830996,-0.07229942,607.1344,7.356725,24.25241
-1.071999,0.4141387,-0.1037108,607.5584,7.368863,24.23993
-1.052086,0.5559835,-0.1242014,607.3584,7.367291,24.24503
-1.008479,0.3994416,-0.02820371,607.6685,7.371099,24.25583
-1.060511,0.454576,-0.04720678,607.6132,7.361059,24.26315
-1.049852,0.449964,-0.1303637,607.6423,7.366592,24.24142
-1.044298,0.4975368,-0.116913,607.525,7.368289,24.23654
-1.037252,0.5026802,-0.1176574,606.9836,7.36532,24.25558
-1.066913,0.5244734,-0.1406645,606.8253,7.355472,24.26041
-1.094695,0.5376983,-0.1030348,607.1031,7.376054,24.25214
-1.053385,0.5088267,-0.05037222,606.9157,7.346017,24.27078
-1.062572,0.5232745,0.00940291,607.4939,7.358008,24.28549
-1.018457,0.4157149,0.007559867,607.4253,7.358654,24.26999
-1.062003,0.4181241,-0.01629931,607.7184,7.370949,24.21411
-0.99345,0.557586,-0.08461184,607.6442,7.397952,24.14328
-0.9848802,0.5025087,-0.0576513,607.8493,7.419464,24.09265
-0.9543701,0.4940133,-0.03088753,607.6811,7.437728,24.0723
-0.9091848,0.504215,-0.03150347,607.8503,7.48928,23.85831
-0.9731388,0.4724968,-0.148886,607.5638,7.441837,24.06055
-1.063292,0.536505,-0.1093232,607.1863,7.38523,24.17368
-1.053521,0.5279625,-0.1081206,607.2546,7.391517,24.13242
-1.017051,0.4563879,-0.05169925,607.1907,7.42069,24.08044
-1.005167,0.4678247,-0.01262278,607.582,7.437718,24.00964
-1.087547,0.4766847,-0.0135759,607.9052,7.470028,23.93829
-0.9598857,0.3774554,-0.02122439,608.105,7.456502,23.96881
-0.9837236,0.4514763,-0.1038592,608.0695,7.443917,23.99847
-0.9647494,0.5022959,-0.0174793,608.0134,7.467506,23.9707
-0.9369944,0.42611,-0.000778442,608.1485,7.457728,23.96185
-0.9178147,0.3770994,0.003697795,608.0485,7.460403,23.98108
-0.9896448,0.4958326,-0.03799542,608.1059,7.492029,23.87457
-0.9647526,0.492095,0.02287808,607.7665,7.463387,23.96182
-0.8598889,0.5057598,0.01338988,608.1728,7.533928,23.81537
-0.8988711,0.5260378,-0.07490035,607.9487,7.529864,23.78888
-0.8952865,0.4835383,-0.003194616,607.8688,7.496961,23.87213
-0.8733126,0.4925249,0.02029502,608.1342,7.496161,23.84641
-0.9104463,0.4899337,0.005593399,608.0783,7.521273,23.76941
-0.9096527,0.5198467,-0.007025044,607.9462,7.529896,23.76169
-0.8988749,0.4691341,-0.001210422,608.4681,7.551749,23.70465
-0.9354749,0.3569138,-0.01494462,608.3486,7.53779,23.75662
-1.07306,0.3322476,-0.06319844,608.3257,7.562036,23.69357
-1.118705,0.3895521,0.04638909,608.2925,7.549933,23.71909
-1.057139,0.4703572,-0.1247061,608.1644,7.509233,23.80826
-1.004102,0.519882,-0.07836121,608.1764,7.539251,23.75095
-0.9664128,0.5141224,-0.1265443,608.0916,7.521793,23.79562
-1.016008,0.4642244,-0.1125071,608.2175,7.499131,23.85904
-0.9976155,0.4281163,-0.08308661,607.9784,7.497106,23.82983
-0.9968578,0.5358655,-0.1367437,608.2551,7.51763,23.77814
-0.9644037,0.4798729,-0.09258424,608.5174,7.551282,23.69711
-0.9616354,0.4701377,-0.07786602,608.6149,7.554867,23.70105
-0.9498066,0.5056559,-0.1261435,608.0774,7.53609,23.7561
-1.021405,0.4571386,-0.07792904,607.5184,7.474092,23.91797
-0.9748207,0.4973408,-0.09702441,608.0789,7.500224,23.84711
-1.111038,0.4936543,-0.02498075,607.6545,7.485434,23.94305
-1.157138,0.4026877,-0.07508206,607.744,7.480307,23.92203
-1.077729,0.4968263,0.01775509,607.9857,7.465427,23.93289
-1.123068,0.5332872,-0.07915045,607.899,7.456261,24.02036
-1.136311,0.5085176,-0.09856603,607.8239,7.395094,24.16827
-1.125611,0.5000505,-0.08067133,607.7255,7.390292,24.16577
-1.093762,0.4734336,-0.1000906,607.6246,7.400005,24.15054
-1.144718,0.5311563,-0.1234991,607.4937,7.39628,24.14703
-1.039121,0.5443187,-0.1622601,607.5854,7.407197,24.1311
-1.04022,0.5339223,-0.1484241,607.6682,7.410111,24.12506
-1.098452,0.4757033,-0.1925846,607.7028,7.416461,24.07599
-1.007693,0.5055344,-0.114859,607.7561,7.424557,24.06778
-1.002305,0.5027684,-0.04023383,608.0035,7.42899,24.06406
-1.023605,0.4711132,-0.05715077,607.8321,7.440768,24.04019
-1.079185,0.4144298,-0.01293209,607.8692,7.452756,23.99222
-1.017648,0.4311419,-0.01466531,608.2283,7.479336,23.8978
-1.002387,0.4116902,0.0399174,608.0241,7.512119,23.80865
-0.9489906,0.5615883,0.05024064,607.9805,7.574091,23.59778
-0.9603439,0.5172763,0.04788402,608.475,7.613613,23.52036
-1.030493,0.6533045,0.03404992,608.2894,7.590592,23.6272
-0.9990033,0.5630111,0.02849262,608.4237,7.59817,23.63983
-1.00982,0.5585432,0.06080022,608.4774,7.609835,23.5546
-1.017626,0.4897072,0.04399693,608.7405,7.618106,23.5351
-0.9407418,0.617511,-0.003601465,608.6355,7.62592,23.52832
-0.9386646,0.5005276,0.05240055,608.684,7.663743,23.34912
-0.9433166,0.5922073,0.04517187,608.6543,7.67072,23.487
-0.9257305,0.5188364,0.0345263,608.3217,7.624147,23.54092
-1.034447,0.5040334,0.02614197,608.3209,7.618999,23.5209
-1.033194,0.5397064,0.02043643,608.4293,7.580985,23.69394
-1.05275,0.4818225,-0.006228389,608.6813,7.55278,23.70026
-1.044185,0.5984476,-0.0172335,608.8235,7.572034,23.74026
-1.011973,0.5982309,-0.007941716,608.359,7.576801,23.61548
-0.9295577,0.5824114,0.09443605,608.939,7.689238,23.3519
-0.9250125,0.6245128,0.05017819,608.4662,7.642068,23.43839
-0.9831633,0.6340925,-0.01650985,608.3311,7.575781,23.71213
-0.9757949,0.6785069,-0.02194554,608.0995,7.505643,23.82538
-1.024489,0.6606546,-0.08685812,608.3076,7.525264,23.74698
-0.9956957,0.6506112,-0.08980988,608.3378,7.50553,23.82968
-1.023446,0.5960252,-0.140836,608.4032,7.522153,23.79703
-0.9945851,0.6846951,-0.1917377,608.4085,7.460665,23.99152
-1.095405,0.7525394,-0.1464936,608.1802,7.542651,23.75684
-0.9597738,0.7803995,0.1007177,607.9388,7.5469,23.78146
-0.8495104,0.8163431,0.02780185,607.786,7.563067,23.6427
-1.05289,0.9835228,0.1042488,607.1535,7.408753,24.24805
-1.116956,1.015655,-0.1143111,607.0932,7.353869,24.28806
-1.097329,0.9643131,-0.1446165,606.7863,7.375935,24.16684
-0.9591119,0.929045,-0.05418004,607.4112,7.450254,24.02377
-0.8788331,0.9740966,0.03851749,607.2558,7.420524,24.09232
-0.9495171,0.846352,-0.02749249,607.7349,7.471296,23.9245
-0.9921227,0.6948086,-0.02968648,607.8859,7.478873,23.95813
-1.134753,0.7304355,-0.05481518,608.1116,7.472337,24.01392
-0.9763752,0.6897786,0.06864823,607.4784,7.442186,23.99408
-1.075346,0.736238,-0.02027728,607.8115,7.431953,24.11389
-1.034025,0.7990982,-0.04931359,607.4617,7.395042,24.19681
-0.9426823,0.6507229,-0.004656658,607.3256,7.405704,24.2016
-0.9867564,0.614848,-0.09733626,607.1024,7.390472,24.11621
-1.017396,0.4966905,0.03913191,607.7015,7.473849,23.95908
-0.8572851,0.6096902,-0.07726524,607.5698,7.483935,23.91373
-0.7694718,0.6424866,-0.08615266,607.7859,7.494072,23.9292
-0.6454837,0.61962,-0.1062072,608.09,7.497483,23.90347
-0.5380629,0.5124327,-0.03004651,607.991,7.49486,23.91885
-0.6875858,0.6430689,-0.01916428,607.9711,7.537841,23.81161
-0.9678047,0.3805034,0.05162013,607.8292,7.513856,23.82843
-0.8679637,0.4333263,0.1236111,608.2592,7.591373,23.55548
-0.87677,0.4229676,0.09487276,608.3128,7.61071,23.66431
-0.6902271,0.375269,0.03287386,608.0271,7.531012,23.74347
-0.6361822,0.2651717,0.1117953,608.1772,7.579606,23.57779
-0.7048434,0.2856428,0.1702194,608.7885,7.636573,23.51874
-0.7006595,0.2187564,0.1353372,608.9197,7.636382,23.51083
-0.7569475,0.2853327,0.003548892,608.7322,7.653417,23.4837
-0.8666561,0.3422337,-0.03272003,609.048,7.654434,23.45956
-0.8747628,0.3904539,-0.01468572,607.8149,7.517933,23.84412
-1.027452,0.3759626,-0.01669823,608.4457,7.638274,23.57541
-1.074746,0.4373254,-0.3065558,607.3999,7.441927,24.00967
-0.9434575,0.480063,0.004306082,607.819,7.515051,23.85916
-0.9732637,0.5603402,-0.008147648,608.1101,7.559763,23.79309
-1.08496,0.5426323,-0.05350639,608.15,7.565752,23.66653
-1.003451,0.5610477,-0.1230964,608.356,7.573401,23.71774
-0.8130181,0.5611447,0.1816759,608.0986,7.576739,23.68497
-0.8459296,0.367434,0.1836903,608.4075,7.595453,23.61218
-0.6938161,0.2391216,0.1112229,608.5511,7.60801,23.58463
-0.6867025,0.4122332,-0.05228313,608.1725,7.584262,23.70993
-0.8763875,0.468392,-0.1649099,607.7076,7.521354,23.88052
-0.9481158,0.4277732,-0.04240913,608.034,7.534148,23.7912
-1.048669,0.3663957,0.1456231,608.244,7.569049,23.67676
-1.087248,0.1762565,0.1506367,608.3782,7.566807,23.72336
-1.010777,0.4734277,-0.02514688,608.1846,7.527146,23.80252
-1.113588,0.4561,-0.02780266,608.1407,7.52992,23.8385
-0.9543928,0.5855363,-0.06064468,608.2451,7.496882,23.92731
-0.9290963,0.6762229,-0.04583209,607.9527,7.503287,23.91864
-1.030913,0.6068851,-0.04899366,607.9737,7.51868,23.80939
-1.07621,0.5710014,0.003711124,608.2031,7.586592,23.64969
-1.063382,0.5507372,-0.02220212,608.1285,7.603833,23.54211
-1.021287,0.5650105,0.1053134,608.4587,7.609887,23.58344
-1.102763,0.296526,-0.03246358,608.6222,7.630397,23.55405
-0.9744567,0.385352,-0.04302206,608.731,7.657306,23.49118
-0.9402549,0.3827258,-0.07759544,608.7321,7.646609,23.49734
-0.8988004,0.4076331,-0.03349458,608.6561,7.646334,23.47226
-0.8026603,0.4562944,0.1336751,608.2868,7.653571,23.48279
-1.025164,0.5155866,0.1524794,608.2573,7.641154,23.56592
-0.9392183,0.6608409,0.06601182,608.2935,7.526575,23.87708
-0.9308887,0.6918783,0.1242237,607.6355,7.503138,23.82028
-0.8983086,0.6181592,0.1967348,607.947,7.492846,23.92557
-0.9232281,0.6592362,0.2097655,608.2903,7.545971,23.7558
-1.031829,0.7964515,0.198007,609.6163,7.719671,23.43835
-0.9525883,0.9686615,0.2456644,608.1796,7.484861,24.10153
-1.109113,0.8426436,0.1361365,607.4771,7.45049,23.94623
-1.177748,0.7411556,0.09694847,608.3272,7.571114,23.69388
-1.003397,0.764294,-0.04387539,607.7836,7.523311,23.9176
-0.9317051,0.7108679,-0.009995703,607.7925,7.53544,23.83356
-0.9648513,0.5330326,0.1153893,608.21,7.652346,23.4588
-0.9469702,0.5561133,0.2122184,608.4621,7.677425,23.24323
-1.033788,0.6241997,0.2048471,609.0976,7.77508,23.15396
-1.520893,0.369483,-0.0299268,609.0381,7.713417,23.47107
-1.304766,0.640628,-0.005931401,608.0783,7.464274,23.99982
-1.256265,0.6559391,0.008425952,607.6977,7.452453,23.99377
-1.208557,0.6030341,-0.04603028,607.6862,7.475697,23.94839
-1.23291,0.6547276,-0.08076363,607.5748,7.473876,23.95804
-1.141871,0.6226507,-0.001360984,607.4136,7.440966,24.00601
-1.273775,0.6468343,0.002730021,607.5034,7.44187,24.05917
-1.391895,0.6476547,-0.009819989,607.9816,7.489635,23.89124
-1.30062,0.7283467,-0.02044363,607.954,7.522799,23.86502
-1.371427,0.6156962,-0.01609237,608.2726,7.535336,23.83246
-1.274464,0.793592,-0.06491759,608.186,7.538426,23.78333
-1.324226,0.6781531,0.000604359,608.3707,7.551216,23.76691
-1.283345,0.7739485,-0.09897488,608.1691,7.56063,23.74362
-1.338512,0.6938311,-0.06261395,608.0925,7.574381,23.69998
-1.179918,0.7418573,-0.04684543,607.7321,7.521206,23.84479
-1.181499,0.6780199,-0.09696113,608.1448,7.550477,23.8219
-1.156467,0.6426218,-0.1421666,608.1401,7.531675,23.84711
-1.228554,0.6894248,-0.09467354,608.1124,7.561776,23.71927
-1.268273,0.7212092,-0.096492,608.3729,7.572043,23.68835
-1.206769,0.6658798,-0.2072482,608.339,7.591483,23.71591
-1.0072,0.7546502,-0.05949886,608.263,7.557077,23.78497
-0.9516965,0.7311264,-0.1110391,608.0732,7.580502,23.66653
-1.010771,0.7123324,0.06092595,608.228,7.599336,23.6199
-1.277262,0.7332554,-0.03028433,608.2938,7.614132,23.61804
-1.320297,0.8700857,-0.08674903,608.1318,7.602986,23.61636
-1.439044,0.7319646,-0.1409968,608.4122,7.587624,23.68149
-1.14103,0.711495,-0.07656466,608.8972,7.613743,23.64865
-1.268981,0.5795391,0.03441454,610.7483,7.737346,23.27087
-1.408429,0.707734,-0.04159395,609.0005,7.588749,23.74039
-1.37486,0.7090129,-0.1078824,608.5245,7.569825,23.78049
-1.322755,0.5609527,-0.164571,608.2219,7.539419,23.81158
-1.318314,0.6264476,-0.1265058,608.0336,7.547637,23.79385
-1.300771,0.6266688,-0.1459265,608.205,7.520928,23.87137
-1.193137,0.5642141,-0.1846779,607.8475,7.48777,23.91827
-1.087912,0.5849282,-0.1238647,607.8389,7.485313,23.91135
-1.048766,0.5695617,-0.05735559,608.2654,7.502177,23.85837
-1.110187,0.5591561,0.08607974,608.118,7.553902,23.72867
-1.036649,0.6545868,0.05066464,608.2321,7.548666,23.79987
-1.115945,0.5770078,-0.06830453,608.4786,7.541226,23.78186
-1.130142,0.5996801,-0.07457579,608.2493,7.58341,23.68665
-1.217429,0.5892129,-0.02835519,608.4313,7.603264,23.62601
-1.255538,0.6599357,-0.03730854,608.4007,7.589874,23.67072
-1.297284,0.700084,-0.150745,608.1819,7.591949,23.62555
-1.180482,0.6185532,-0.1707245,608.4718,7.622299,23.5769
-1.124198,0.5710378,-0.110433,608.5311,7.640065,23.53659
-1.062643,0.5814185,-0.1109532,608.5274,7.661402,23.4346
-1.034295,0.4707556,-0.1137169,608.9123,7.619256,23.61343
-0.9567096,0.6338999,-0.1162794,608.8237,7.628705,23.5686
-0.879572,0.6093771,0.1115593,609.5292,7.699497,23.38815
-0.8447573,0.5452505,0.1070329,609.3113,7.669294,23.48099
-0.8871692,0.443083,-0.03893234,609.7635,7.661186,23.55521
-0.8571649,0.2820303,-0.01299462,609.1097,7.673129,23.48553
-0.7198371,0.691154,0.08780402,609.528,7.689679,23.27896
-0.6882284,0.7456152,0.0339337,609.8704,7.758557,23.24106
-0.632589,0.7416446,0.1554943,610.1871,7.79447,23.1286
-0.7535751,0.635176,0.1830271,610.3102,7.816923,23.11725
-0.6804814,0.4898119,0.2159467,610.3905,7.845083,23.07471
-0.6433581,0.4009586,0.2228733,610.156,7.83694,23.03357
-0.6165701,0.4179701,0.1943326,610.366,7.817626,23.11557
-0.7718383,0.4362095,0.04985146,609.341,7.737737,23.29117
-0.7918445,0.4583526,0.08780231,609.1224,7.746869,23.1687
-0.7393325,0.5311566,0.07933682,609.5043,7.80264,23.13879
-0.7725159,0.3731101,0.09615473,609.4058,7.800214,23.13586
-0.6722691,0.5223032,0.08693701,609.2105,7.811262,23.09195
-0.7625852,0.5590862,0.177848,610.514,7.929147,22.79166
-0.7073063,0.5835301,0.133008,610.7625,7.964948,22.75125
-0.6839737,0.6550032,0.1810398,612.0319,7.947365,22.86029
-0.6188806,0.7573431,0.102507,611.2742,7.757678,23.34518
-0.6590911,0.7987503,0.2503877,611.9885,7.87606,22.84708
-0.5496481,0.7859843,0.2447504,608.7401,7.531,23.81149
-0.5471417,0.5774732,0.258489,610.4808,7.763808,23.29721
-0.7138672,0.6160295,0.2523988,611.1968,7.837394,23.08609
-0.714932,0.5277582,0.2241356,611.0097,7.809515,23.10315
-0.7231987,0.471054,0.2471021,611.3829,7.814828,23.08673
-0.7502294,0.4471401,0.2313529,612.0211,7.880132,22.93704
-0.7984923,0.5278827,0.2079175,611.9248,7.882965,22.96939
-0.8864906,0.5301136,0.2263951,611.2628,7.803643,23.1308
-0.9749266,0.526983,0.1743811,609.3489,7.618759,23.63281
-0.9078676,0.5387701,0.1549369,608.5455,7.565642,23.72772
-0.9224336,0.4876679,0.0905125,608.6144,7.56357,23.75226
-0.8920796,0.4025042,-0.09468321,608.5652,7.57206,23.69806
-0.7884666,0.4767189,-0.2072038,608.3378,7.575109,23.69714
-0.8811547,0.4553546,-0.09609777,608.3645,7.576399,23.68277
-0.8876083,0.4679837,0.007756685,608.4478,7.597936,23.61288
-0.9977168,0.571139,-0.09357139,608.4916,7.585281,23.67004
-0.9181781,0.6024418,-0.1344637,608.3887,7.601905,23.57617
-1.021802,0.5538451,-0.1031519,608.5895,7.59832,23.59796
-1.083957,0.5061384,-0.1138991,608.9925,7.614256,23.5517
-1.014217,0.6190452,-0.1114756,608.8382,7.643528,23.50958
-0.960362,0.5557948,-0.04059492,608.8442,7.637771,23.51825
-0.9145158,0.5559914,-0.01877742,608.6605,7.620745,23.55551
-0.920519,0.5441274,0.006059999,608.6769,7.637917,23.53815
-0.9441307,0.5732503,-0.02536535,608.4272,7.643742,23.51141
-0.9277464,0.5839108,-0.02218096,608.5353,7.645274,23.53387
-0.9581821,0.5582247,-0.108222,608.3237,7.61381,23.57419
-0.9104399,0.5395375,-0.1203762,608.6751,7.637785,23.5433
-0.847712,0.4994603,-0.09496048,608.8354,7.640839,23.52191
-0.8185654,0.5345599,-0.07359501,609.0927,7.634468,23.56473
-0.838126,0.5118473,-0.1339947,609.0007,7.670123,23.42859
